Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,21.367000579833984,22.466999053955078,21.367000579833984,22.28700065612793,16.73125648498535,87810.0
2002-07-02,21.3700008392334,22.783000946044922,21.3700008392334,22.520000457763672,16.906171798706055,588615.0
2002-07-03,22.267000198364258,22.799999237060547,21.933000564575195,22.732999801635742,17.066072463989258,162075.0
2002-07-04,22.66699981689453,23.33300018310547,22.66699981689453,22.966999053955078,17.241741180419922,266625.0
2002-07-05,23.399999618530273,25.0,23.33300018310547,24.05699920654297,18.060022354125977,408600.0
2002-07-08,24.003000259399414,24.867000579833984,24.003000259399414,24.503000259399414,18.394838333129883,165600.0
2002-07-09,24.399999618530273,24.639999389648438,24.0,24.30699920654297,18.24770736694336,74835.0
2002-07-10,24.003000259399414,24.600000381469727,23.746999740600586,24.46299934387207,18.364818572998047,93675.0
2002-07-11,24.267000198364258,24.267000198364258,22.399999618530273,24.05699920654297,18.334836959838867,61380.0
2002-07-12,24.33300018310547,24.33300018310547,23.66699981689453,23.80699920654297,18.144306182861328,63405.0
2002-07-15,24.132999420166016,24.132999420166016,23.05299949645996,23.232999801635742,17.70683479309082,42795.0
2002-07-16,23.65999984741211,23.65999984741211,23.0,23.177000045776367,17.66415786743164,107070.0
2002-07-17,22.933000564575195,22.982999801635742,22.020000457763672,22.44300079345703,17.104745864868164,114600.0
2002-07-18,23.33300018310547,23.33300018310547,21.466999053955078,22.51300048828125,17.158090591430664,88500.0
2002-07-19,22.132999420166016,22.66699981689453,20.732999801635742,22.027000427246094,16.787696838378906,104325.0
2002-07-22,22.0,22.533000946044922,21.66699981689453,22.226999282836914,16.940120697021484,86790.0
2002-07-23,22.33300018310547,22.65999984741211,22.0,22.26300048828125,16.967559814453125,52935.0
2002-07-24,20.799999237060547,22.933000564575195,20.799999237060547,22.37299919128418,17.051387786865234,34530.0
2002-07-25,21.867000579833984,23.600000381469727,21.867000579833984,23.05699920654297,17.572690963745117,188115.0
2002-07-26,23.0,23.433000564575195,22.33300018310547,22.753000259399414,17.341007232666016,420480.0
